asin,name,date,rating,review
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,8/14/2020,3,"I have bought this item a few times from Amazon. This morning however, I ordered it from Amazon Fresh and was shocked to be delivered a carton that was soaked in rat urine and stinking. You can see from the picture how terrible it looked. The juiceboxes inside weren't damaged but the stench of leptospirotic urine is unbearable and other packaged foods were in the same grocery bag!Amazon Fresh items cannot be returned or replaced, unfortunately, so I am stuck with this. Have to discard the juice boxes."
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,8/12/2019,1,Very very bad product.. Didnt expect this quality from B Natural.. I m a regular B Natural customer.. Mainly guava... This time i tried mango... V poor taste... Completely artificial n very diluted drink too.. Thumbs down from me
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,6/19/2019,2,Taste of juice is ok not best . Much sugar added to manufacturing & tags of natural ingredients is only for marketing purpose. No any brand provide natural taste because of it's processing way. As a costumer we understood that avoid it . Take a slice of fruit is better than...
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,8/29/2019,5,Actually I have ordered for mango juice but I have been supplied with Litchi Juice. It is 2nd time this has happened in this month itself. This unethical to your standard and do the precautionary measures to avoid such mistakes
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,8/23/2019,5,Best packing for this type of the product and Also...the quality of the product...👍👍👍
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,7/18/2020,5,Taste is very good. I got it in just 168/- Good taste and juice consumption is a good practice for health !
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,9/4/2020,5,The taste was awesome and the juice was thick. Value for money ....Loved it !!
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,7/3/2019,4,Tastes like original mango pulp and acidic. Very good.
B07Y3L2QD3,Natural-Mango-Juice-1L-Pack,8/12/2020,5,quality and product is very good. And this is definitely worth for your money
B07DCXBQPV,Paper-Boat-Mixed-Fruit,7/11/2020,5,I received the product in a well packed box.. There were two boxes actually in the packing. I really appreciate the packing. It ensured that none of my pack was damaged. And the taste was of course sooo soothing
B07DCXBQPV,Paper-Boat-Mixed-Fruit,10/4/2020,5,Quality was fine however packing should be improved because I have received a damaged one with leaks on the outer cover.Hope everything will be fine for my further orders.
B07DCXBQPV,Paper-Boat-Mixed-Fruit,6/5/2020,4,Their guava drink is very thick and in comparison this is quite diluted. It tastes well but I wonder if my package was tampered with.
B07DCXBQPV,Paper-Boat-Mixed-Fruit,7/17/2020,4,Good product
B07DCXBQPV,Paper-Boat-Mixed-Fruit,5/11/2020,1,Didn’t taste good
B07DCXBQPV,Paper-Boat-Mixed-Fruit,2/8/2020,4,Good
B07DCXBQPV,Paper-Boat-Mixed-Fruit,8/17/2020,4,Not bad
B07DCXBQPV,Paper-Boat-Mixed-Fruit,7/20/2020,5,Awesome packaging... current dated product... Amazon done a great job...
B07DCXBQPV,Paper-Boat-Mixed-Fruit,6/6/2020,5,Its very tasty drinks
B07DCXBQPV,Paper-Boat-Mixed-Fruit,1/27/2020,5,Flavour is Excellent🤤🤤.Go for it🔥🔥
B07DCXBQPV,Paper-Boat-Mixed-Fruit,7/11/2020,5,I received the product in a well packed box.. There were two boxes actually in the packing. I really appreciate the packing. It ensured that none of my pack was damaged. And the taste was of course sooo soothing
B07DCXBQPV,Paper-Boat-Mixed-Fruit,10/4/2020,5,Quality was fine however packing should be improved because I have received a damaged one with leaks on the outer cover.Hope everything will be fine for my further orders.
B07DCXBQPV,Paper-Boat-Mixed-Fruit,6/5/2020,4,Their guava drink is very thick and in comparison this is quite diluted. It tastes well but I wonder if my package was tampered with.
B07DCXBQPV,Paper-Boat-Mixed-Fruit,7/17/2020,4,Good product
B07DCXBQPV,Paper-Boat-Mixed-Fruit,5/11/2020,1,Didn’t taste good
B07DCXBQPV,Paper-Boat-Mixed-Fruit,2/8/2020,4,Good
B07DCXBQPV,Paper-Boat-Mixed-Fruit,8/17/2020,4,Not bad
B07DCXBQPV,Paper-Boat-Mixed-Fruit,7/20/2020,5,Awesome packaging... current dated product... Amazon done a great job...
B07DCXBQPV,Paper-Boat-Mixed-Fruit,6/6/2020,5,Its very tasty drinks
B07DCXBQPV,Paper-Boat-Mixed-Fruit,1/27/2020,5,Flavour is Excellent🤤🤤.Go for it🔥🔥
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,11/2/2018,1,Family fun pack! They supposedly forgot to mention its as ant family. God dammit there was live 🐜 ants in it! Are you serious! I just throwed it
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,1/16/2019,1,The product is expired or something is very wrong with these Maggie.... Got stomach problems after eating them... They smell different and the best part is we cannot even return them
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,11/29/2017,1,This product was supplied in damaged condition.The package is damaged and full of ants inside.Also the app states this product do not qualify for return.
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,9/13/2019,1,Can you use a product when it is tasted by mouse before? Even last month I received suji with same condition but nobody listening. We are promoting amazon prime to all our friends & we are receiving defective grocery. Need help
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,6/9/2019,5,"Maggi is called national food of India, lol. It's tasty and non sticky and can be prepared easily and quickly. So feeling hungry? It's maggi time now.Packaging and delivery was good and prompt. The noodles were recently made so it was a fresh product. Recommend to every age group as a quick snack."
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,5/30/2019,5,"Review of maggi:Who am I to review Maggi. It's iconic for anyone born in the 80s and 90s.Review of this pack:1) better than large packs that you have to store in the open2) Lasts longer than regular pack of eight, again because its closed.Disadvantage :More plastic usage than regular pack or tenConclusion:If you are going to consume Maggi over longer period of time but this one, if you will finish pack of ten within a week buy the regular large packs as it saves plastic pollution--"
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,3/15/2018,1,"Seems damaged pack delivered with ants inside. Not one or two, thousands of them . Ants spread in whole kitchen now."
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,10/11/2018,5,"I just love the 2 minute noodle !Pros-1. Broken during delivery or not, doesnt really matter to me, since I prefer to break them into 2 pieces anyways before I cook them2. This family big pack really is cost effective.3. Nestle maggi has been around for so many decades from my childhood and they have been consistent and have even braved the recent questions raised on the quality of their product!4. Masala taste is ever so tasty5. Cooks really fast...ok not 2, let's say 5mins!Cons-1. Though maggi comes with atta noodles (healthier) than this maggi, the atta maggi is quiet expensive than this normal maggi. How I wish the oats and atta maggi would have been cheaper too"
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,9/18/2018,1,The packet is torn and it seems eaten by eat. Shocked to see such poor quality check before delivery. Kindly replace or refund
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,9/30/2019,5,Its Maggi!!..what's not to like??Got it for Rs.109 during the Great Indian Festival.The package arrived in a good condition and was delivered within 24 hours.✌
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,11/2/2018,1,Family fun pack! They supposedly forgot to mention its as ant family. God dammit there was live 🐜 ants in it! Are you serious! I just throwed it
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,1/16/2019,1,The product is expired or something is very wrong with these Maggie.... Got stomach problems after eating them... They smell different and the best part is we cannot even return them
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,11/29/2017,1,This product was supplied in damaged condition.The package is damaged and full of ants inside.Also the app states this product do not qualify for return.
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,9/13/2019,1,Can you use a product when it is tasted by mouse before? Even last month I received suji with same condition but nobody listening. We are promoting amazon prime to all our friends & we are receiving defective grocery. Need help
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,6/9/2019,5,"Maggi is called national food of India, lol. It's tasty and non sticky and can be prepared easily and quickly. So feeling hungry? It's maggi time now.Packaging and delivery was good and prompt. The noodles were recently made so it was a fresh product. Recommend to every age group as a quick snack."
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,5/30/2019,5,"Review of maggi:Who am I to review Maggi. It's iconic for anyone born in the 80s and 90s.Review of this pack:1) better than large packs that you have to store in the open2) Lasts longer than regular pack of eight, again because its closed.Disadvantage :More plastic usage than regular pack or tenConclusion:If you are going to consume Maggi over longer period of time but this one, if you will finish pack of ten within a week buy the regular large packs as it saves plastic pollution--"
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,3/15/2018,1,"Seems damaged pack delivered with ants inside. Not one or two, thousands of them . Ants spread in whole kitchen now."
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,10/11/2018,5,"I just love the 2 minute noodle !Pros-1. Broken during delivery or not, doesnt really matter to me, since I prefer to break them into 2 pieces anyways before I cook them2. This family big pack really is cost effective.3. Nestle maggi has been around for so many decades from my childhood and they have been consistent and have even braved the recent questions raised on the quality of their product!4. Masala taste is ever so tasty5. Cooks really fast...ok not 2, let's say 5mins!Cons-1. Though maggi comes with atta noodles (healthier) than this maggi, the atta maggi is quiet expensive than this normal maggi. How I wish the oats and atta maggi would have been cheaper too"
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,9/18/2018,1,The packet is torn and it seems eaten by eat. Shocked to see such poor quality check before delivery. Kindly replace or refund
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,9/30/2019,5,Its Maggi!!..what's not to like??Got it for Rs.109 during the Great Indian Festival.The package arrived in a good condition and was delivered within 24 hours.✌
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,6/2/2020,2,Free Tiffin Box not provised which was mentioned on Packed. Not expected.
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,7/12/2019,4,Good
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,5/17/2020,1,"Out 2 ine was damaged it was torm and the powder coming out of it, no return policy"
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,5/15/2020,3,"Useful energizer, mild orange flavour."
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,3/28/2019,5,Very nice quality product and quick delivery.
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,5/17/2020,5,I'm very happy whit this prdodct Orange glocondi  favour
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,6/12/2020,3,Feel artificial
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,7/2/2019,5,Good product
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,5/28/2020,1,Product is not seal pack. It was already opened.
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,6/14/2020,5,Good for summer
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,6/2/2020,2,Free Tiffin Box not provised which was mentioned on Packed. Not expected.
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,7/12/2019,4,Good
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,5/17/2020,1,"Out 2 ine was damaged it was torm and the powder coming out of it, no return policy"
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,5/15/2020,3,"Useful energizer, mild orange flavour."
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,3/28/2019,5,Very nice quality product and quick delivery.
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,5/17/2020,5,I'm very happy whit this prdodct Orange glocondi  favour
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,6/12/2020,3,Feel artificial
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,7/2/2019,5,Good product
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,5/28/2020,1,Product is not seal pack. It was already opened.
B079TXZ142,Glucon-D-Glucose-Based-Beverage-Orange,6/14/2020,5,Good for summer
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,11/13/2019,3,its pricey... 6 packets of bnatural is 120 and 2 packets of jelimals is 20... so it should only be 140 and not 160...Feel like cheated amazon.. did not expect this from you
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,12/4/2019,5,good and best gift
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,8/28/2020,5,I bought it for RS.  110. At this price it's very good. Good package.
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,12/16/2019,5,Nicely packed juices...very presentable & good option for gifting
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,9/22/2020,5,Good productI got only in rupees.... 119
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,9/8/2020,5,It's nice gift pack. Packing is good.
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,9/14/2020,2,Taste not good.
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,12/31/2019,5,Grear
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,12/23/2019,5,Good
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,1/22/2020,2,Good
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,11/13/2019,3,its pricey... 6 packets of bnatural is 120 and 2 packets of jelimals is 20... so it should only be 140 and not 160...Feel like cheated amazon.. did not expect this from you
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,12/4/2019,5,good and best gift
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,8/28/2020,5,I bought it for RS.  110. At this price it's very good. Good package.
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,12/16/2019,5,Nicely packed juices...very presentable & good option for gifting
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,9/22/2020,5,Good productI got only in rupees.... 119
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,9/8/2020,5,It's nice gift pack. Packing is good.
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,9/14/2020,2,Taste not good.
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,12/31/2019,5,Grear
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,12/23/2019,5,Good
B07NLR9YPZ,Natural-Festive-Delight-Assorted-Jelimals,1/22/2020,2,Good
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,10/5/2019,1,"Returned as the product was of manufactured in june and i have buy this on 2nd oct, expired one."
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,1/8/2019,4,"Seems to be a monopoly. No competitor that’s why charging so much.But yes., adds a reason to have a boaring food with ease"
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,9/8/2018,5,You do not need a feedback for an establishment as Amul! They have been pampering all our taste-buds since decades. Lovely product and the only butter brand out there in the market I ever use.
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,6/20/2020,5,"I think Amul can never have competition in its dairy products, not at least on its butter.Amul butter has been my favourite since childhood and not a single breakfast or sandwich or cooked/baked dish has gone without Amul butter.A butterlicious product, the very best.Carmelita FernandesFood & Travel Writer"
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,10/9/2019,5,"Amul's Famous Slogan, and ofcourse my favourite too""Utterly Butterly Delicious AMUL."
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,3/7/2018,5,"Amazing product from Amul, the taste has remained same throughout the years and the quality is still awesome.And as always amazing delivery from amazon"
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,9/3/2020,1,Amul supports anti-national channels so I am discontinuing use of the products and there are better butter available from local manufacturers.
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,7/19/2019,5,Amul name is enough and Amazon service as usual prompt
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,9/3/2019,5,"In terms of flavour, others are far apart, can't really call anyone a competitor for amul butter, in India."
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,6/28/2020,5,It's amul. It's the best. I made this order after having checked more store in person. The store has more offers than online.
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,10/5/2019,1,"Returned as the product was of manufactured in june and i have buy this on 2nd oct, expired one."
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,1/8/2019,4,"Seems to be a monopoly. No competitor that’s why charging so much.But yes., adds a reason to have a boaring food with ease"
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,9/8/2018,5,You do not need a feedback for an establishment as Amul! They have been pampering all our taste-buds since decades. Lovely product and the only butter brand out there in the market I ever use.
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,6/20/2020,5,"I think Amul can never have competition in its dairy products, not at least on its butter.Amul butter has been my favourite since childhood and not a single breakfast or sandwich or cooked/baked dish has gone without Amul butter.A butterlicious product, the very best.Carmelita FernandesFood & Travel Writer"
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,10/9/2019,5,"Amul's Famous Slogan, and ofcourse my favourite too""Utterly Butterly Delicious AMUL."
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,3/7/2018,5,"Amazing product from Amul, the taste has remained same throughout the years and the quality is still awesome.And as always amazing delivery from amazon"
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,9/3/2020,1,Amul supports anti-national channels so I am discontinuing use of the products and there are better butter available from local manufacturers.
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,7/19/2019,5,Amul name is enough and Amazon service as usual prompt
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,9/3/2019,5,"In terms of flavour, others are far apart, can't really call anyone a competitor for amul butter, in India."
B08GWV3SM6,Amul-Butter-Pasteurised-100g-Pack,6/28/2020,5,It's amul. It's the best. I made this order after having checked more store in person. The store has more offers than online.
B01IBTCZNG,Amul-Cow-Ghee-500ml,8/26/2020,2,A good ghee is granular and thick. This one is more like oil on top and looks granular in the bottom of the bottle. Disappointing as it neither has the flavour or taste of a ‘shush ghee’
B01IBTCZNG,Amul-Cow-Ghee-500ml,9/24/2020,5,Cow ghee is always lighter but not thick. It has not higher cholesterol as buffalo ghee. Coming to the brand wise Amul is the best brand. As all buffalo ghee has more aroma different to cow ghee. It us the words best ghee.
B01IBTCZNG,Amul-Cow-Ghee-500ml,8/26/2020,2,A good ghee is granular and thick. This one is more like oil on top and looks granular in the bottom of the bottle. Disappointing as it neither has the flavour or taste of a ‘shush ghee’
B01IBTCZNG,Amul-Cow-Ghee-500ml,9/24/2020,5,Cow ghee is always lighter but not thick. It has not higher cholesterol as buffalo ghee. Coming to the brand wise Amul is the best brand. As all buffalo ghee has more aroma different to cow ghee. It us the words best ghee.
B082KY37BL,Amul-Fresh-Paneer-200g,1/12/2020,5,Even after reporting to Amazon that this product is selling for more than it's MRP of 70/- ... The price here is not updated.The product itself it good.
B082KY37BL,Amul-Fresh-Paneer-200g,6/2/2020,5,Tried this paneer for the first time apprehensively. Surprisingly it's good in terms of texture and quality. Soft enough and decent portion size. Economical given home made Paneer during quarantine is an expensive affair as milk prices are exorbitant.Made some amazing gravy with same. Will definitely order again.Came hygienically packed in a vacuum bag and has a 45day validity. By processed food standards it is excellent not chewy or smelly like most dairy brands but then again it's an Amul product can't go wrong really.Thanks Amazon fresh for the prompt delivery.
B082KY37BL,Amul-Fresh-Paneer-200g,1/27/2020,4,The product mrp shows ₹73 but charged ₹80 by Amazon Fresh. Product quality is good.
B082KY37BL,Amul-Fresh-Paneer-200g,6/24/2020,5,During this indefinite lockdown this paneer has definitely been a saviour.The best part is that the expiry date is almost 45 days. This helps to stock and store paneer and use it as and when need be which actually is not possible with any fresh dairy paneer. It is not very soft like your fresh paneer but still it tastes good enough.I have made tandoori and chinese recipes using this block of paneer and i keep reordering too.
B082KY37BL,Amul-Fresh-Paneer-200g,10/21/2019,1,"""Fresh"" with just 4-5 more days to expiry received."
B082KY37BL,Amul-Fresh-Paneer-200g,6/21/2020,5,I tried Amul Fresh Paneer Block for the first time since today early morning  I needed it to make Paneer Pizza and amazingly it turned out to be Yummy!! The paneer is quite soft and was delivered  on priority though some might feel it to be expensive  but it really adds fresh flavour and colour to you Delicacies!
B082KY37BL,Amul-Fresh-Paneer-200g,5/30/2020,5,"Amul Paneer is probably the best paneer that you can get in the market. If you get it fresh (which I did) then it has the right consistency, feel and taste. Nothing beats Amul."
B082KY37BL,Amul-Fresh-Paneer-200g,7/19/2020,1,"Well, Amul product is nice n trustworthy but only point is that this product was delivered to us when it was reaching about its expiry date"
B082KY37BL,Amul-Fresh-Paneer-200g,7/16/2020,3,"Amul panner was good, but found Nandini (KMF) panner was more goid/tasty"
B082KY37BL,Amul-Fresh-Paneer-200g,9/6/2020,1,"It is not good quality, it is very hard paneer"
B082KY37BL,Amul-Fresh-Paneer-200g,1/12/2020,5,Even after reporting to Amazon that this product is selling for more than it's MRP of 70/- ... The price here is not updated.The product itself it good.
B082KY37BL,Amul-Fresh-Paneer-200g,6/2/2020,5,Tried this paneer for the first time apprehensively. Surprisingly it's good in terms of texture and quality. Soft enough and decent portion size. Economical given home made Paneer during quarantine is an expensive affair as milk prices are exorbitant.Made some amazing gravy with same. Will definitely order again.Came hygienically packed in a vacuum bag and has a 45day validity. By processed food standards it is excellent not chewy or smelly like most dairy brands but then again it's an Amul product can't go wrong really.Thanks Amazon fresh for the prompt delivery.
B082KY37BL,Amul-Fresh-Paneer-200g,1/27/2020,4,The product mrp shows ₹73 but charged ₹80 by Amazon Fresh. Product quality is good.
B082KY37BL,Amul-Fresh-Paneer-200g,6/24/2020,5,During this indefinite lockdown this paneer has definitely been a saviour.The best part is that the expiry date is almost 45 days. This helps to stock and store paneer and use it as and when need be which actually is not possible with any fresh dairy paneer. It is not very soft like your fresh paneer but still it tastes good enough.I have made tandoori and chinese recipes using this block of paneer and i keep reordering too.
B082KY37BL,Amul-Fresh-Paneer-200g,10/21/2019,1,"""Fresh"" with just 4-5 more days to expiry received."
B082KY37BL,Amul-Fresh-Paneer-200g,6/21/2020,5,I tried Amul Fresh Paneer Block for the first time since today early morning  I needed it to make Paneer Pizza and amazingly it turned out to be Yummy!! The paneer is quite soft and was delivered  on priority though some might feel it to be expensive  but it really adds fresh flavour and colour to you Delicacies!
B082KY37BL,Amul-Fresh-Paneer-200g,5/30/2020,5,"Amul Paneer is probably the best paneer that you can get in the market. If you get it fresh (which I did) then it has the right consistency, feel and taste. Nothing beats Amul."
B082KY37BL,Amul-Fresh-Paneer-200g,7/19/2020,1,"Well, Amul product is nice n trustworthy but only point is that this product was delivered to us when it was reaching about its expiry date"
B082KY37BL,Amul-Fresh-Paneer-200g,7/16/2020,3,"Amul panner was good, but found Nandini (KMF) panner was more goid/tasty"
B082KY37BL,Amul-Fresh-Paneer-200g,9/6/2020,1,"It is not good quality, it is very hard paneer"
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,1/2/2020,5,Bitterresssssssstttt of all...Tastes bitter. No sugarhaving a piece of it. I ordered 4. Will finish it in 4 months time.Eat it as a medicine. Only for dark chocolate loversLots of minerals in it.Good source of antioxidants. Lowers bad cholesterols. Numerous benefits Google it friends.Good for heart and high BP and diebetic patients. I give it to my father (60) also.May work as an antidepressant too.Not a sweetner. But  a nutrient rich food.First 2-3 days it was difficult to eat but now its good. After all health is wealth.Great work Amul #FIT INDIA MOVEMENTDo not discontinue production this chocolate AMUL like you did for 90% cocoa. Retain this as your permanent product. Please give micronutrients information also in the chocolate.
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,1/4/2020,5,All the chocolate lovers will love this chocolate! (P.S. I said chocolate lovers not sugar lovers.). It's absolutely one of the best dark chocolates in India. You can go for it only if you are a die hard fan of cocoa! Order delivered was absolutely fresh and was in the finest state.
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,1/1/2020,5,"Chocolate didn't melt in transit to Bhubaneswar( doesn't melt in transit to Bengaluru either).I love dark chocolate and can eat comfortably till Amul 90%, so wanted to try the ultimate 99% but found it a little too bitter for my taste so now I use it to make hot chocolate and it tastes much better than Hershey's. Just chop this chocolate into small pieces and stir it in your milk!"
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,7/9/2020,5,"Bitter is a very silple word, need some terrible word to describe this, i don't think i can go beyond 70% cocao... now i don't know what i will do with two bars.... on a lighter note: guys think twice before ordering, this is some 3rd degree torture not for general public use, might help military to torture terrorists. If i was a terrorist i would speak out everything after eating this in return of sugar..Jokes apart guys this is best and cheapest you can get, well done,  amul really the taste of india ❤❤❤"
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,1/24/2020,5,"It's DARK AND BITTER, so if you're one of those sweet suger filled fake chocolate lovers, than this is out of your league, stick to your sugar candies.It's extremely hard to find anything this dark in India and even if there are, they're extremely pricy cause of low quantity production. Thanks to AMUL, now we have true dark chocolate at affordable price.NB: Loving the texture and feel of the chocolate. I'm really happy.Update: Finished 4 packs in less than 13 days. Ordered another 4. I just love the texture of the chocolate in my mouth. Truly in love ❤️"
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,1/30/2020,5,It's literally heavenly feeling to taste this chocolate. The chocolate is bitter to the core. It has no added suger. Sugery chocolate/fake chocolate lovers won't like it. It's for those people who has developed taste for cocoa/cacao over the period of time. It's made for chocolate connoisseur. Price is very less when compare to other brands in market. Plus Amul is well-known brand itself. Packaging was nice.
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,6/26/2020,5,"I simply love this pure cocoa taste....not sure if people consider this bitter, I personally do not feel so, may be very mildly. But the cocoa taste, flavor indeed feels great.I had earlier tasted upto 90% dark among the Amul chocolates (& of course couple of other makes including Lindt). In fact I have graduated in darkness with Amul's progression in a way starting at 55% then 75, 90 and now 99% - in fact love the whole range by Amul. As long as this range is available I will never have to look beyond for Dark chocolates. Thanks Amul. In fact on an earlier occasion I had purchased 99% dark of some other make and did not like the flavor at all - strangely it had kind of a sourish smell and so far a bit hesitant with this item as well at first.Another thing the chocolates were delivered superbly packaged - thanks to the seller. Had a carton box outside and inside of it the chocolate packs had a layer of some kind of gel filled plastic bags to keep the chocolates at non melting temperature....pretty cool - so no melting problem or anything for me.So this would be my daily dose of dark chocolate from now on like a cube (or sometimes two) after each meal - enjoyable in taste, and so sugar, no guilt!!"
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,1/28/2020,4,"So basically, this is not the chocolate for everyone. At first when I tasted it, I badly regretted buying it. It tasted nowhere near the chocolate you would find in the market. There isn't even the slightest hint of any kind of sweetness in it and most people would find it gross. But the more I ate it, the more I could feel it's richness and realised how decadent it is. It's not a chocolate, it's THE chocolate."
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,1/25/2020,5,"Amul 99% cacao is the best dark/bitter chocolate available in India... excellent innovation by Amul. I may tell that I am not endorsing Amul or any other brand...just my own opinions. It has been proven that cacao is one of the healthiest superfoods on earth with amazing health benefits. It's full of antioxidants & flavonoids which increase lifespan. It's one of the highest sources of nitric oxide which dilates/widens & relaxes blood vessels of the body by reducing blockages, thereby supporting heart & brain health. Cacao is also anti inflammatory and anti carcinogenic, thus reduces cancer risk. Moreover, cacao is a natural blood thinner, so can prevent blood clots, reduce blood cholesterol & blood sugar and lower blood pressure. Overall Amul dark cacao chocolate has enormous health benefits...so we must be thankful to Amul for making such an awesome health food. Please ignore the negative and one star rated reviews as those people are ignorant and lack awareness. Requesting all the sugar lovers...please don't defame such a nice and healthy product by giving negative ratings and one star. I pity those innocent sweet toothed people which focus on tongue taste rather than general health. Again, I am not promoting Amul company or a representative of the same, these are my personal views & experience. Those who want to enhance quality of life and reduce onset of lifestyle/genetic diseases like cancer, diabetes, hypertension, stroke, heart attacks, cardiac arrest, etc must not think twice...just purchase the stuff & enjoy. Infact, Amul 99% Cacao Chocolate is a heavenly bliss with irresistible taste. It is indeed Delightful & Ambrosial. I am giving a five star rating to this authentic product...if there were 10 stars, I would have given full 10/10. Lastly, thanks to Amul & Amazon, too for providing such a nice superfood at my doorstep."
